0.000001	0.024783	0.054152
0.000002	0.080141	0.124818
0.000004	0.157236	0.245634
0.000008	0.307637	0.467201
0.000015	0.588915	0.985710
0.000031	1.125238	1.999841
0.000061	3.003699	6.146541
0.000122	4.777703	12.134226
0.000244	5.969062	24.100753
0.000488	8.596350	46.502976
0.000977	9.906093	87.349061
0.001953	10.646518	137.447220
0.003906	10.772445	149.773782
0.007812	11.314609	209.002140
0.015625	11.491860	227.832782
0.031250	11.595956	237.803532
0.062500	11.674845	246.749811
0.125000	11.723641	250.437765
0.250000	11.746665	252.435243
0.500000	11.756966	253.276768
1.000000	11.764993	253.968834
