0.000001	0.031104	0.070800
0.000002	0.087333	0.171524
0.000004	0.180791	0.351909
0.000008	0.430553	1.039427
0.000015	0.875935	2.081690
0.000031	1.526642	4.442151
0.000061	2.779379	8.572353
0.000122	4.491181	18.001816
0.000244	6.463877	35.640967
0.000488	8.196627	68.966278
0.000977	9.675546	135.445562
0.001953	10.741371	339.084201
0.003906	11.143394	636.197068
0.007812	11.313298	960.947109
0.015625	11.516093	1891.646489
0.031250	11.604525	3324.468085
0.062500	11.681937	6578.947368
0.125000	11.725245	13412.017167
0.250000	11.746837	26455.026455
0.500000	11.757745	39651.070579
1.000000	11.765280	76687.116564
