0.000001	0.050432	0.072689
0.000002	0.109744	0.161914
0.000004	0.212636	0.321346
0.000008	0.417135	0.625360
0.000015	0.816808	1.296414
0.000031	1.440120	2.653702
0.000061	2.588429	5.221143
0.000122	4.229594	10.651860
0.000244	6.255204	20.394338
0.000488	8.136665	38.875896
0.000977	9.820423	88.296790
0.001953	10.716030	134.605445
0.003906	11.064171	177.791179
0.007812	11.288777	205.316549
0.015625	11.512690	227.368635
0.031250	11.616910	239.166705
0.062500	11.677880	246.486094
0.125000	11.724190	250.537654
0.250000	11.746871	252.447988
0.500000	11.757879	253.367893
1.000000	11.765629	253.938523
